,date,symbol,actualEarningResult,estimatedEarning
16572,2021-02-04,RL,1.67,1.63
16573,2020-10-29,RL,1.44,0.9
16574,2020-08-04,RL,-1.82,-1.72
16575,2020-05-27,RL,-0.68,-0.4
16576,2020-02-04,RL,2.86,2.45
16577,2019-11-07,RL,2.55,2.39
16578,2019-07-30,RL,1.77,1.66
16579,2019-05-14,RL,1.07,0.9
16580,2019-02-05,RL,2.32,2.15
16581,2018-11-06,RL,2.26,2.16
16582,2021-11-10,RLAY,-0.66,-0.64
16583,2021-08-12,RLAY,-2.1,-0.46
16584,2021-05-13,RLAY,-0.47,-0.48
16585,2020-11-12,RLAY,-3.0,-0.35
16586,2020-08-27,RLAY,-6.06,-0.66
16587,2020-06-30,RLAY,-33.33,-3.7026000000000003
16588,2021-10-28,RLGY,0.99,1.11
16589,2021-07-29,RLGY,1.33,1.07
16590,2021-04-29,RLGY,0.34,-0.08
16591,2021-02-23,RLGY,0.68,0.71
16592,2020-10-29,RLGY,1.36,0.83
16593,2020-07-30,RLGY,0.46,0.1
16594,2020-05-07,RLGY,-0.55,-0.58
16595,2020-02-25,RLGY,0.2,0.09
16596,2019-11-07,RLGY,0.65,0.85
16597,2019-08-08,RLGY,0.83,0.82
16598,2019-05-02,RLGY,-0.67,-0.64
16599,2019-02-26,RLGY,0.04,0.12
16600,2018-11-02,RLGY,0.84,0.93
16601,2021-11-04,RLJ,-0.94,-0.16
16602,2021-08-05,RLJ,-0.35,-0.33
16603,2021-05-05,RLJ,-0.51,-0.53
16604,2021-02-25,RLJ,-0.57,-0.64
16605,2020-11-04,RLJ,-1.1,-0.68
16606,2020-08-06,RLJ,-0.74,-0.71
16607,2020-05-11,RLJ,-0.21,-0.09
16608,2020-02-25,RLJ,0.17,0.07
16609,2019-11-07,RLJ,0.15,0.12
16610,2019-08-07,RLJ,0.16,0.33
16611,2019-05-08,RLJ,0.12,0.09
16612,2019-02-28,RLJ,0.12,0.11
16613,2018-11-06,RLJ,0.39,0.21
16614,2021-11-10,RLYB,-0.37,-0.88
16615,2021-09-09,RLYB,-2.8,-2.8
16616,2021-11-02,RM,2.11,1.56
16617,2021-08-03,RM,1.87,1.46
16618,2021-05-04,RM,2.31,1.17
16619,2021-02-10,RM,1.28,0.85
16620,2020-10-29,RM,1.01,0.55
16621,2020-08-05,RM,0.68,0.73
16622,2020-05-06,RM,-0.58,0.62
16623,2020-02-25,RM,1.38,1.11
16624,2019-11-06,RM,1.08,0.95
16625,2019-07-31,RM,0.7,0.68
16626,2019-05-08,RM,0.67,0.74
16627,2019-02-12,RM,0.9,0.81
16628,2018-11-08,RM,0.85,0.83
16629,2021-11-01,RMBS,0.34,0.33
16630,2021-08-02,RMBS,0.34,0.31
16631,2021-02-01,RMBS,0.32,0.25
16632,2020-11-02,RMBS,0.3,0.27
16633,2020-08-03,RMBS,0.29,0.25
16634,2020-05-04,RMBS,0.32,0.23
16635,2020-01-27,RMBS,0.28,0.25
16636,2019-11-04,RMBS,0.23,0.23
16637,2019-07-29,RMBS,0.22,0.2
16638,2019-04-22,RMBS,0.23,0.23
16639,2019-01-28,RMBS,0.28,0.26
16640,2018-10-29,RMBS,0.22,0.22
16641,2021-11-03,RMNI,-0.08,0.11
16642,2021-08-04,RMNI,-0.06,0.08
16643,2021-05-10,RMNI,-0.07,-0.04
16644,2021-03-03,RMNI,-0.03,-0.08
16645,2020-11-05,RMNI,0.13,0.08
16646,2020-08-05,RMNI,0.12,0.09
16647,2020-05-07,RMNI,0.11,0.05
16648,2020-03-17,RMNI,0.05,0.08
16649,2020-03-12,RMNI,0.05,0.08
16650,2019-11-07,RMNI,0.1,0.05
16651,2019-08-08,RMNI,0.08,0.06
16652,2019-05-09,RMNI,0.1,0.03
16653,2019-03-14,RMNI,0.04,0.03
16654,2018-11-08,RMNI,0.11,-0.18
16655,2021-11-15,RMTI,-0.08,-0.07
16656,2021-08-16,RMTI,-0.09,-0.08
16657,2021-05-17,RMTI,-0.08,-0.09
16658,2021-03-31,RMTI,-0.09,-0.08
16659,2020-11-09,RMTI,-0.1,-0.1
16660,2020-08-10,RMTI,-0.1,-0.14
16661,2020-05-11,RMTI,-0.12,-0.12
16662,2020-03-12,RMTI,-0.11,-0.12
16663,2019-11-11,RMTI,-0.12,-0.16
16664,2019-08-08,RMTI,-0.18,-0.17
16665,2019-05-09,RMTI,-0.15,-0.18
16666,2019-03-14,RMTI,-0.17,-0.13
16667,2018-11-09,RMTI,-0.1,-0.15
16668,2021-11-09,RNA,-0.68,-0.68
16669,2021-08-09,RNA,-0.7,-0.71
16670,2021-05-12,RNA,-0.64,-0.56
16671,2021-03-15,RNA,-0.43,-0.34
16672,2020-11-10,RNA,-0.31,-0.37
16673,2020-08-10,RNA,-1.23,-0.24
16674,2020-06-30,RNA,-6.765,-1.3332
16675,2021-10-26,RNDB,0.67,0.31
16676,2021-07-27,RNDB,0.33,0.57
16677,2021-04-27,RNDB,0.79,0.99
16678,2021-02-16,RNDB,1.01,1.6
16679,2020-10-27,RNDB,2.01,0.9
16680,2020-07-28,RNDB,1.02,0.23
16681,2020-04-28,RNDB,-0.16,0.17
16682,2020-02-25,RNDB,0.16,0.19
16683,2019-10-22,RNDB,0.21,0.26
16684,2019-04-23,RNDB,-0.01,-0.21
16685,2019-02-26,RNDB,-0.29,-0.07
16686,2018-10-23,RNDB,-0.08,-0.11
16687,2021-11-04,RNGR,-0.51,-0.16
16688,2021-07-29,RNGR,-0.59,-0.25
16689,2021-05-05,RNGR,-0.54,-0.34
16690,2021-02-26,RNGR,-0.43,-0.31
16691,2020-10-23,RNGR,-0.38,-0.45
16692,2020-07-23,RNGR,-0.58,-0.53
16693,2020-04-30,RNGR,0.15,-0.03
16694,2020-02-27,RNGR,-0.01,-0.01
16695,2019-10-24,RNGR,-0.06,0.22
16696,2019-07-25,RNGR,0.11,0.24
16697,2019-04-30,RNGR,0.21,0.11
16698,2019-03-05,RNGR,0.11,0.1
16699,2018-11-06,RNGR,0.29,0.17
16700,2021-11-03,RNWK,-0.16,-0.11
16701,2021-08-04,RNWK,-0.1,-0.13
16702,2021-11-23,ROAD,0.15,0.4
16703,2021-08-06,ROAD,0.18,0.33
16704,2021-05-07,ROAD,-0.1,0.08
16705,2021-02-05,ROAD,0.15,0.13
16706,2020-12-11,ROAD,0.34,0.3
16707,2020-08-07,ROAD,0.3,0.24
16708,2020-05-08,ROAD,0.03,0.06
16709,2020-02-07,ROAD,0.11,0.11
16710,2019-12-09,ROAD,0.32,0.34
16711,2019-08-08,ROAD,0.33,0.29
16712,2019-05-09,ROAD,0.08,0.05
16713,2019-02-11,ROAD,0.1,0.14
16714,2018-12-10,ROAD,0.29,0.29
16715,2021-11-03,ROKU,0.48,0.06
16716,2021-08-04,ROKU,0.52,0.13
16717,2021-05-06,ROKU,0.54,-0.13
16718,2021-02-18,ROKU,0.49,-0.05
16719,2020-11-05,ROKU,0.09,-0.4
16720,2020-08-05,ROKU,-0.35,-0.5
16721,2020-05-07,ROKU,-0.45,-0.45
16722,2020-02-13,ROKU,-0.13,-0.14
16723,2019-11-06,ROKU,-0.22,-0.27
16724,2019-08-07,ROKU,-0.08,-0.22
16725,2019-05-08,ROKU,-0.09,-0.25
16726,2019-02-21,ROKU,0.05,0.03
16727,2018-11-07,ROKU,-0.09,-0.12
16728,2021-11-12,ROLL,0.89,1.03
16729,2021-08-05,ROLL,1.04,1.0
16730,2021-05-21,ROLL,1.08,1.05
16731,2021-01-29,ROLL,0.9,0.85
16732,2020-10-30,ROLL,0.93,0.88
16733,2020-08-06,ROLL,0.95,0.87
16734,2020-05-20,ROLL,1.33,1.33
16735,2020-02-04,ROLL,1.22,1.24
16736,2019-11-01,ROLL,1.3,1.22
16737,2019-08-01,ROLL,1.23,1.18
16738,2019-05-23,ROLL,1.33,1.23
16739,2019-02-05,ROLL,1.15,1.15
16740,2018-11-02,ROLL,1.22,1.09
16741,2021-11-10,ROOT,-0.53,-0.69
16742,2021-08-11,ROOT,-0.72,-0.5
16743,2021-05-05,ROOT,-0.4,-0.44
16744,2021-02-25,ROOT,-0.72,-0.71
16745,2020-12-01,ROOT,-2.2,-0.32
16746,2021-10-22,ROP,3.6,3.83
16747,2021-07-23,ROP,3.76,3.67
16748,2021-04-27,ROP,3.6,3.32
16749,2021-01-29,ROP,3.56,3.48
16750,2020-10-27,ROP,3.17,3.05
16751,2020-07-28,ROP,2.94,2.68
16752,2020-04-28,ROP,3.05,2.91
16753,2020-01-30,ROP,3.39,3.35
16754,2019-10-24,ROP,3.29,3.19
16755,2019-07-25,ROP,3.07,3.05
16756,2019-04-25,ROP,3.3,2.78
16757,2019-02-01,ROP,3.22,3.13
16758,2018-10-26,ROP,3.09,2.94
16759,2021-11-18,ROST,1.09,0.78
16760,2021-08-19,ROST,1.39,0.98
16761,2021-05-20,ROST,1.34,0.88
16762,2021-03-02,ROST,0.67,1.0
16763,2020-11-19,ROST,1.02,0.61
16764,2020-08-20,ROST,0.06,-0.27
16765,2020-05-21,ROST,-0.87,0.03
16766,2020-03-03,ROST,1.28,1.25
16767,2019-11-21,ROST,1.03,0.97
16768,2019-08-22,ROST,1.14,1.12
16769,2019-05-23,ROST,1.15,1.12
16770,2019-03-05,ROST,1.2,1.13
16771,2018-11-20,ROST,0.91,0.9
16772,2021-11-08,ROVR,-0.01,-0.06
16773,2021-11-09,RPAY,0.21,0.18
16774,2021-08-09,RPAY,0.16,0.14
16775,2021-05-10,RPAY,0.18,0.16
16776,2021-03-01,RPAY,0.17,0.11
16777,2020-11-09,RPAY,0.12,0.11
16778,2020-08-10,RPAY,0.14,0.1
16779,2020-05-11,RPAY,0.17,0.14
16780,2020-03-16,RPAY,0.2,0.11
16781,2019-11-14,RPAY,0.18,0.09
16782,2021-11-03,RPD,0.06,-0.07
16783,2021-08-04,RPD,0.07,0.03
16784,2021-05-06,RPD,-0.03,-0.06
16785,2021-02-09,RPD,-0.07,-0.08
16786,2020-08-06,RPD,0.05,-0.01
16787,2020-05-07,RPD,-0.09,-0.1
16788,2020-02-10,RPD,0.03,-0.01
16789,2019-11-05,RPD,0.01,-0.02
16790,2019-08-01,RPD,0.02,-0.07
16791,2019-05-02,RPD,0.02,-0.08
16792,2019-02-07,RPD,-0.05,-0.09
16793,2018-11-06,RPD,-0.04,-0.13
16794,2021-11-11,RPHM,-0.52,-0.47
16795,2021-08-11,RPHM,-0.43,-0.38
16796,2021-05-20,RPHM,-3.48,-0.38
16797,2021-11-11,RPID,-0.63,-0.38
16798,2021-08-26,RPID,-20.01,-0.4
16799,2021-11-10,RPRX,0.73,0.69
16800,2021-08-11,RPRX,1.08,0.7
16801,2021-05-11,RPRX,0.18,0.65
16802,2021-02-17,RPRX,0.28,0.69
16803,2020-11-11,RPRX,0.48,0.59
16804,2020-08-12,RPRX,0.73,0.61
16805,2020-06-30,RPRX,4.015,3.4221
16806,2021-10-29,RRBI,1.12,1.03
16807,2021-07-29,RRBI,1.13,1.02
16808,2021-04-29,RRBI,1.1,0.92
16809,2021-01-29,RRBI,0.99,0.89
16810,2020-10-29,RRBI,0.99,0.72
16811,2020-07-29,RRBI,0.93,0.75
16812,2020-04-29,RRBI,0.92,0.82
16813,2020-01-29,RRBI,0.92,0.87
16814,2019-10-29,RRBI,0.93,0.84
16815,2019-07-29,RRBI,0.78,0.88
16816,2021-11-10,RRGB,-0.88,-0.53
16817,2021-05-25,RRGB,-0.3,-1.16
16818,2021-03-03,RRGB,-1.79,-1.1
16819,2020-11-05,RRGB,-0.19,-1.56
16820,2020-08-11,RRGB,-3.31,-3.27
16821,2020-06-10,RRGB,-6.66,-1.1
16822,2020-02-25,RRGB,-0.36,-0.17
16823,2019-11-05,RRGB,-0.24,-0.22
16824,2019-08-23,RRGB,1.03,0.31
16825,2019-05-30,RRGB,0.19,0.49
16826,2019-02-26,RRGB,0.43,0.38
16827,2018-11-06,RRGB,0.16,0.11
16828,2021-11-02,RRR,0.93,0.82
16829,2021-07-28,RRR,1.12,0.39
16830,2021-05-04,RRR,1.48,0.27
16831,2021-02-09,RRR,0.39,0.3
16832,2020-10-27,RRR,0.56,0.08
16833,2020-08-04,RRR,-1.01,-1.11
16834,2020-05-19,RRR,-2.18,0.2
16835,2020-02-04,RRR,0.05,0.24
16836,2019-11-05,RRR,-0.22,0.16
16837,2019-08-06,RRR,-0.06,0.27
16838,2019-04-30,RRR,0.16,0.35
16839,2019-02-12,RRR,0.11,0.29
16840,2018-11-07,RRR,0.13,0.24
16841,2021-10-28,RS,6.15,5.95
16842,2021-07-22,RS,5.06,4.89
16843,2021-04-22,RS,4.1,3.52
16844,2021-02-18,RS,2.01,2.02
16845,2020-10-22,RS,1.87,1.61
16846,2020-07-23,RS,1.36,0.4
16847,2020-04-23,RS,2.45,2.1
16848,2020-02-20,RS,2.44,1.73
16849,2019-10-24,RS,2.39,1.95
16850,2019-07-25,RS,2.71,2.58
16851,2019-04-25,RS,2.8,2.37
16852,2019-02-21,RS,1.08,1.72
16853,2018-10-25,RS,2.42,2.69
16854,2021-10-28,RSG,1.11,1.05
16855,2021-07-29,RSG,1.09,0.96
16856,2021-05-05,RSG,0.93,0.86
16857,2021-02-22,RSG,1.0,0.82
16858,2020-11-05,RSG,1.0,0.82
16859,2020-08-06,RSG,0.81,0.59
16860,2020-05-05,RSG,0.77,0.76
16861,2020-02-13,RSG,0.91,0.89
16862,2019-10-30,RSG,0.91,0.85
16863,2019-07-25,RSG,0.79,0.77
16864,2019-04-25,RSG,0.73,0.72
16865,2019-02-07,RSG,0.8,0.78
16866,2018-10-25,RSG,0.82,0.81
16867,2021-11-11,RSLS,-1.48,-0.15
16868,2021-05-18,RSLS,-0.7,-0.53
16869,2021-03-10,RSLS,-1.23,-0.44
16870,2021-11-09,RSVR,0.08,0.14
16871,2021-11-03,RTLR,1.1,0.24
16872,2021-08-04,RTLR,0.21,0.25
16873,2021-05-04,RTLR,0.16,0.2
16874,2021-02-25,RTLR,0.21,0.24
16875,2020-11-05,RTLR,0.2,0.21
16876,2020-08-05,RTLR,0.05,0.22
16877,2020-05-06,RTLR,0.28,0.3
16878,2020-02-18,RTLR,0.27,0.26
16879,2019-11-05,RTLR,0.26,0.26
16880,2019-08-06,RTLR,0.11,0.25
16881,2021-11-08,RUBY,-0.55,-0.57
16882,2021-08-09,RUBY,-0.56,-0.49
16883,2021-05-10,RUBY,-0.51,-0.52
16884,2021-02-23,RUBY,-0.5,-0.49
16885,2020-11-09,RUBY,-0.51,-0.49
16886,2020-08-10,RUBY,-0.47,-0.5
16887,2020-05-11,RUBY,-0.6,-0.56
16888,2020-03-12,RUBY,-0.56,-0.6
16889,2019-11-14,RUBY,-0.59,-0.53
16890,2019-08-13,RUBY,-0.5,-0.45
16891,2019-05-15,RUBY,-0.42,-0.38
16892,2019-03-28,RUBY,-0.35,-0.42
16893,2018-11-13,RUBY,-0.42,-0.36
16894,2021-11-04,RUN,0.11,0.01
16895,2021-08-05,RUN,-0.2,-0.08
16896,2021-05-05,RUN,-0.11,-0.11
16897,2021-02-25,RUN,-0.75,0.12
16898,2020-11-05,RUN,0.28,0.02
16899,2020-08-10,RUN,-0.11,0.16
16900,2020-05-06,RUN,-0.23,0.08
16901,2020-02-27,RUN,0.1,0.21
16902,2019-11-12,RUN,0.23,0.15
16903,2019-08-07,RUN,-0.01,0.12
16904,2019-05-08,RUN,-0.12,0.19
16905,2019-02-28,RUN,-0.05,0.27
16906,2018-11-07,RUN,-0.03,0.27
16907,2021-10-29,RUTH,0.2,0.12
16908,2021-08-06,RUTH,0.36,0.24
16909,2021-05-07,RUTH,0.26,0.1
16910,2020-10-30,RUTH,-0.04,-0.19
16911,2020-07-31,RUTH,-0.48,-0.53
16912,2020-05-08,RUTH,0.09,0.29
16913,2020-02-21,RUTH,0.52,0.5
16914,2019-11-01,RUTH,0.15,0.1
16915,2019-08-02,RUTH,0.31,0.31
16916,2019-05-03,RUTH,0.45,0.45
16917,2019-02-22,RUTH,0.5,0.49
16918,2018-11-02,RUTH,0.13,0.11
16919,2021-11-10,RVMD,-0.72,-0.62
16920,2021-08-11,RVMD,-0.6,-0.56
16921,2021-05-10,RVMD,-0.53,-0.52
16922,2021-03-02,RVMD,-0.52,-0.38
16923,2020-11-12,RVMD,-0.42,-0.39
16924,2020-08-10,RVMD,-0.46,-0.36
16925,2020-06-30,RVMD,-1.1500000000000001,-0.9179999999999999
16926,2020-05-14,RVMD,-0.74,-0.33
16927,2020-03-31,RVMD,-1.85,-0.8415000000000001
16928,2020-03-30,RVMD,-6.52,-0.41
16929,2019-12-31,RVMD,-16.299999999999997,-1.0454999999999999
16930,2021-11-09,RVNC,-1.1,-1.15
16931,2021-08-05,RVNC,-1.07,-1.05
16932,2021-05-10,RVNC,-1.08,-1.09
16933,2021-02-22,RVNC,-1.24,-1.24
16934,2020-11-09,RVNC,-1.34,-1.03
16935,2020-08-06,RVNC,-1.12,-1.01
16936,2020-05-07,RVNC,-1.15,-0.9
16937,2020-02-24,RVNC,-0.99,-0.97
16938,2019-11-04,RVNC,-0.96,-0.98
16939,2019-08-05,RVNC,-0.86,-0.91
16940,2019-05-08,RVNC,-0.85,-0.87
16941,2019-02-26,RVNC,-1.12,-0.94
16942,2018-11-01,RVNC,-0.91,-0.97
16943,2021-11-15,RVPH,-0.12,-0.23
16944,2021-08-16,RVPH,-0.12,-0.24
16945,2021-11-10,RWLK,-0.06,-0.06
16946,2021-08-09,RWLK,-0.07,-0.06
16947,2021-05-11,RWLK,-0.08,-0.07
16948,2021-02-18,RWLK,-0.14,-0.14
16949,2020-11-10,RWLK,-0.18,-0.16
16950,2020-08-12,RWLK,-0.22,-0.27
16951,2020-05-28,RWLK,-0.37,-0.26
16952,2020-02-20,RWLK,-0.49,-0.36
16953,2019-11-13,RWLK,-0.46,-0.45
16954,2019-08-08,RWLK,-0.88,-0.49
16955,2019-05-07,RWLK,-1.25,-1.0
16956,2018-11-08,RWLK,-3.25,-3.5
16957,2021-10-27,RWT,0.65,0.39
16958,2021-07-28,RWT,0.66,0.44
16959,2021-04-28,RWT,0.72,0.34
16960,2021-02-10,RWT,0.42,0.34
16961,2020-10-29,RWT,1.02,0.43
16962,2020-07-30,RWT,1.0,0.23
16963,2020-05-07,RWT,-8.28,0.27
16964,2020-02-27,RWT,0.45,0.36
16965,2019-10-30,RWT,0.37,0.4
16966,2019-08-01,RWT,0.39,0.38
16967,2019-05-08,RWT,0.36,0.38
16968,2019-02-14,RWT,0.39,0.37
16969,2018-11-07,RWT,0.39,0.37
16970,2021-11-12,RXDX,-0.7,-0.59
16971,2021-08-11,RXDX,-0.49,-0.39
16972,2021-05-13,RXDX,-1.67,-0.37
16973,2021-11-10,RXRX,-0.28,-0.28
16974,2021-08-13,RXRX,-0.31,-0.23
16975,2021-11-10,RXST,-0.68,-0.62
16976,2021-09-09,RXST,-0.51,-0.7
16977,2021-11-15,RXT,0.25,0.24
16978,2021-08-11,RXT,0.24,0.22
16979,2021-05-10,RXT,0.23,0.21
16980,2021-02-18,RXT,0.26,0.23
16981,2020-11-10,RXT,0.19,0.18
16982,2020-08-31,RXT,0.21,0.16
16983,2020-06-30,RXT,0.735,0.5656000000000001
16984,2021-11-01,RYAAY,1.17,0.93
16985,2021-07-26,RYAAY,-1.45,-1.04
16986,2021-05-17,RYAAY,-1.51,-1.88
16987,2021-02-01,RYAAY,-1.65,-1.34
16988,2020-11-02,RYAAY,-1.25,-0.25
16989,2020-07-27,RYAAY,-0.94,-1.22
16990,2020-05-18,RYAAY,-2.89,-0.94
16991,2020-02-03,RYAAY,0.44,-0.12
16992,2019-11-04,RYAAY,4.5,4.15
16993,2019-07-29,RYAAY,1.18,1.13
16994,2019-05-20,RYAAY,-0.91,-0.64
16995,2019-02-04,RYAAY,-0.34,-0.14
16996,2018-10-22,RYAAY,4.42,4.57
16997,2021-11-02,RYAM,-0.21,0.02
16998,2021-08-03,RYAM,0.14,0.74
16999,2021-05-04,RYAM,-0.43,0.39
17000,2021-02-24,RYAM,0.14,-0.1
17001,2020-11-04,RYAM,0.45,-0.14
17002,2020-08-04,RYAM,-0.2,-0.32
17003,2020-05-05,RYAM,-0.39,-0.46
17004,2020-02-25,RYAM,0.45,-0.29
17005,2019-11-04,RYAM,-0.29,-0.18
17006,2019-08-07,RYAM,-0.35,-0.14
17007,2019-05-08,RYAM,-0.52,0.1
17008,2019-02-13,RYAM,0.19,0.36
17009,2018-11-05,RYAM,0.54,0.64
17010,2021-11-03,RYI,3.25,1.75
17011,2021-08-04,RYI,1.24,0.71
17012,2021-05-05,RYI,0.26,0.45
17013,2021-02-25,RYI,-0.17,0.37
17014,2020-10-29,RYI,0.31,-0.14
17015,2020-07-29,RYI,-0.64,-0.26
17016,2020-05-06,RYI,0.41,0.35
17017,2020-03-04,RYI,0.3,0.1
17018,2019-10-29,RYI,0.24,0.63
17019,2019-08-05,RYI,0.45,0.81
17020,2019-05-01,RYI,0.79,0.57
17021,2019-03-05,RYI,0.16,0.34
17022,2018-11-01,RYI,0.17,0.26
17023,2021-11-02,RYTM,-0.7,-0.81
17024,2021-08-03,RYTM,-0.7,-0.68
17025,2021-05-03,RYTM,0.9,0.3
17026,2021-03-01,RYTM,-0.79,-0.8
17027,2020-11-02,RYTM,-0.77,-0.8
17028,2020-08-03,RYTM,-0.71,-0.83
17029,2020-05-04,RYTM,-0.78,-0.84
17030,2020-03-02,RYTM,-0.78,-0.89
17031,2019-11-01,RYTM,-1.04,-1.07
17032,2019-07-29,RYTM,-1.24,-0.88
17033,2019-05-03,RYTM,-0.84,-0.76
17034,2019-03-08,RYTM,-0.74,-0.57
17035,2018-11-09,RYTM,-0.52,-0.46
17036,2021-11-02,SABR,-0.5,-0.54
17037,2021-08-03,SABR,-0.52,-0.59
17038,2021-05-04,SABR,-0.72,-0.55
17039,2021-02-16,SABR,-0.77,-0.66
17040,2020-11-06,SABR,-0.82,-0.72
17041,2020-08-07,SABR,-1.3,-0.84
17042,2020-05-08,SABR,-0.29,-0.35
17043,2020-02-26,SABR,0.16,0.16
17044,2019-10-31,SABR,0.27,0.24
17045,2019-08-01,SABR,0.24,0.22
17046,2019-04-30,SABR,0.34,0.31
17047,2019-02-12,SABR,0.34,0.33
17048,2018-10-30,SABR,0.39,0.35
17049,2021-11-22,SABS,-0.02,-0.09
17050,2021-11-04,SACH,0.12,0.1
17051,2021-08-16,SACH,0.11,0.11
17052,2021-05-14,SACH,0.1,0.11
17053,2021-03-31,SACH,0.11,0.1
17054,2020-11-10,SACH,0.1,0.06
17055,2020-08-11,SACH,0.1,0.05
17056,2020-08-10,SACH,0.1,0.05
17057,2020-05-08,SACH,0.1,0.07
17058,2020-03-30,SACH,0.02,0.1
17059,2019-11-14,SACH,0.1,0.1
17060,2019-08-14,SACH,0.06,0.09
17061,2021-10-21,SAFE,0.35,0.35
17062,2021-07-22,SAFE,0.28,0.33
17063,2021-04-22,SAFE,0.32,0.33
17064,2021-02-11,SAFE,0.29,0.29
17065,2020-10-22,SAFE,0.28,0.27
17066,2020-07-23,SAFE,0.24,0.29
17067,2020-02-13,SAFE,0.25,0.36
17068,2019-10-24,SAFE,0.15,0.22
17069,2019-07-26,SAFE,0.18,0.24
17070,2019-04-25,SAFE,0.36,0.34
17071,2019-02-14,SAFE,0.24,0.12
17072,2018-10-25,SAFE,0.11,0.12
17073,2021-11-03,SAFT,1.7,1.15
17074,2021-08-04,SAFT,1.85,1.5
17075,2021-05-05,SAFT,1.93,1.65
17076,2021-02-24,SAFT,2.55,1.32
17077,2020-11-04,SAFT,2.53,1.45
17078,2020-08-05,SAFT,1.95,2.3
17079,2020-05-06,SAFT,1.57,1.35
17080,2020-02-26,SAFT,1.44,1.18
17081,2019-10-30,SAFT,0.98,0.85
17082,2019-07-31,SAFT,1.47,1.7
17083,2019-05-01,SAFT,1.36,1.15
17084,2019-02-26,SAFT,1.83,0.93
17085,2018-10-31,SAFT,1.76,1.35
17086,2021-11-02,SAGE,-2.21,-1.85
17087,2021-08-03,SAGE,-1.83,-1.69
17088,2021-05-04,SAGE,-1.64,-1.91
17089,2021-02-24,SAGE,18.19,-0.35
17090,2020-11-05,SAGE,-2.03,-2.39
17091,2020-08-10,SAGE,-2.63,-2.66
17092,2020-05-07,SAGE,-2.44,-3.14
17093,2020-02-27,SAGE,-3.25,-3.61
17094,2019-11-12,SAGE,-3.48,-3.36
17095,2019-08-06,SAGE,-3.28,-3.33
17096,2019-05-02,SAGE,-3.37,-3.25
17097,2019-02-19,SAGE,-3.38,-2.92
17098,2018-11-06,SAGE,-2.63,-2.41
17099,2021-10-28,SAH,1.96,1.92
17100,2021-07-29,SAH,2.63,1.56
17101,2021-04-29,SAH,1.23,0.92
17102,2021-02-17,SAH,1.5,1.4
17103,2020-10-29,SAH,1.29,1.17
17104,2020-07-30,SAH,0.65,0.31
17105,2020-04-29,SAH,0.4,0.22
17106,2020-02-19,SAH,0.97,0.88
17107,2019-10-24,SAH,0.66,0.56
17108,2019-07-25,SAH,0.62,0.47
17109,2019-04-25,SAH,0.39,0.21
17110,2019-02-20,SAH,0.76,0.84
17111,2018-10-25,SAH,0.43,0.43
17112,2020-11-05,SAIL,0.11,-0.05
17113,2020-08-06,SAIL,0.15,-0.04
17114,2020-05-07,SAIL,0.04,-0.03
17115,2020-02-24,SAIL,0.15,0.08
17116,2019-11-06,SAIL,0.07,0.02
17117,2019-08-06,SAIL,-0.01,-0.05
17118,2019-03-05,SAIL,0.19,0.09
17119,2018-11-07,SAIL,0.12,-0.02
17120,2021-11-04,SALM,0.81,0.19
17121,2021-08-04,SALM,0.08,0.04
17122,2021-03-04,SALM,0.12,0.03
17123,2020-11-12,SALM,0.01,-0.01
17124,2020-08-06,SALM,-0.09,-0.18
17125,2020-06-01,SALM,-2.06,0.03
17126,2020-03-12,SALM,-0.08,0.01
17127,2019-11-12,SALM,-0.75,-0.01
17128,2019-08-08,SALM,-0.14,0.06
17129,2019-05-10,SALM,0.01,-0.08
17130,2019-03-12,SALM,-0.01,0.07
17131,2018-11-07,SALM,0.05,0.06
17132,2021-11-04,SAMG,0.44,0.45
17133,2021-07-29,SAMG,0.45,0.43
17134,2021-05-06,SAMG,0.42,0.42
17135,2021-03-04,SAMG,0.31,0.37
17136,2020-11-05,SAMG,0.35,0.32
17137,2020-08-03,SAMG,0.27,0.25
17138,2020-04-30,SAMG,0.36,0.37
17139,2019-10-31,SAMG,0.38,0.32
17140,2019-08-01,SAMG,0.27,0.27
17141,2021-11-08,SANA,-0.46,-0.49
17142,2021-08-04,SANA,0.09,-0.45
17143,2021-03-24,SANA,-2.98,-0.41
17144,2021-11-08,SANM,0.95,0.99
17145,2021-08-02,SANM,0.99,0.91
17146,2021-05-03,SANM,1.01,0.84
17147,2021-02-02,SANM,1.02,0.81
17148,2020-11-10,SANM,1.1,0.78
17149,2020-07-29,SANM,0.86,0.35
17150,2020-04-27,SANM,0.32,0.55
17151,2020-01-27,SANM,0.79,0.69
17152,2019-10-28,SANM,0.84,0.77
17153,2019-07-29,SANM,0.82,0.77
17154,2019-04-29,SANM,0.91,0.74
17155,2019-01-28,SANM,0.83,0.71
17156,2018-10-29,SANM,0.67,0.66
17157,2021-11-03,SB,0.4,0.39
17158,2021-07-28,SB,0.31,0.22
17159,2021-05-05,SB,0.14,0.1
17160,2021-02-15,SB,0.04,0.02
17161,2020-08-04,SB,-0.16,-0.09
17162,2020-06-08,SB,-0.13,-0.1
17163,2020-02-26,SB,0.01,0.05
17164,2019-10-24,SB,0.03,0.05
17165,2019-09-03,SB,-0.01,0.02
17166,2019-05-28,SB,0.03,0.01
17167,2019-02-19,SB,0.07,0.08
17168,2018-11-07,SB,0.05,0.06
17169,2021-11-01,SBAC,0.43,0.83
