epsEstimated,time,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,changeOverTime,sma_5,sma_10,sma_20,ema_5,ema_10,ema_20,volatility_5,volatility_10,rsi_14,wma_5,wma_10,wma_20,lastSurp,last2Surp,lastEps,last2Eps,lastEst,last2Est,dow,month,day,year
1.53,0,62.48,63.049999,62.16,62.93,46.320099,820500,820500,0.45,0.72,62.71333,0.0072,43.982,43.957,43.797,44.145,43.992,43.8,0.148,0.082,64.329,44.159,44.006,43.882,-3.3112582781456985,4.109589041095894,1.46,1.52,1.51,1.46,1,8,27,2013
0.5,1,399.15,402.805,395.62,400.04,400.04,428168,428168,0.89,0.223,399.48833,0.00223,399.048,393.957,384.989,398.061,393.627,385.967,3.626,37.81,67.807,399.683,396.751,389.378,3.521126760563384,6.329113924050624,1.47,0.84,1.42,0.79,1,8,3,2021
1.7,0,164.009995,164.539993,157.559998,161.279999,152.892578,1025900,1025900,-2.73,-1.665,161.12666,-0.01665,155.82,156.689,154.379,155.46,155.574,154.591,2.229,2.496,46.888,155.407,156.267,155.354,-0.5882352941176475,1.8633540372670687,1.69,1.64,1.7,1.61,1,12,20,2016
-0.65,1,6.52,6.54,6.21,6.24,6.24,152100,152100,-0.28,-4.294,6.33,-0.04294,6.482,6.601,6.647,6.45,6.544,6.593,0.017,0.027,35.434,6.428,6.522,6.622,15.492957746478872,28.169014084507037,-0.6,-0.51,-0.71,-0.71,1,8,13,2013
0.46,0,39.220001,39.290001,37.939999,38.59,32.521442,1988900,1988900,-0.63,-1.606,38.60667,-0.01606,36.3,36.088,36.141,36.068,36.143,36.151,0.216,0.264,42.141,36.108,36.187,36.164,0.0,9.803921568627459,0.45,0.56,0.45,0.51,2,2,11,2015
4.07,0,228.389999,228.389999,206.270004,207.330002,193.956238,1436400,1436400,-21.06,-9.221,213.99667,-0.09221,216.2,227.869,234.127,213.156,222.602,229.809,160.717,230.04,17.033,210.726,220.454,229.588,7.2413793103448265,17.204301075268816,3.11,3.27,2.9,2.79,3,5,3,2018
0.34,0,7.9,8.3,7.7,7.9,7.840219,457170,457170,0.0,0.0,7.96667,0.0,7.468,7.67,7.38,7.591,7.555,7.588,0.08,0.168,50.691,7.527,7.603,7.493,-31.506849315068493,-18.918918918918923,0.5,0.9,0.73,1.11,0,5,11,2020
0.49,1,43.560001,44.150002,43.509998,43.82,38.940567,2923000,2923000,0.26,0.597,43.82667,0.00597,38.914,38.949,38.536,38.982,38.858,38.762,0.069,0.05,51.952,38.994,38.972,38.68,0.0,5.8823529411764754,0.53,0.54,0.53,0.51,3,2,11,2016
0.84,1,83.400002,84.099998,81.199997,82.900002,79.418671,339300,339300,-0.5,-0.6,82.73333,-0.006,79.463,80.298,82.998,79.69,80.549,82.045,0.235,1.597,30.958,79.53,79.797,81.364,7.24637681159421,-21.428571428571416,0.74,0.55,0.69,0.7,3,1,5,2017
0.16,0,18.1,18.25,16.99,17.52,17.52,9179600,9179600,-0.58,-3.204,17.58667,-0.03204,18.642,18.575,18.601,18.466,18.571,18.545,0.368,0.203,39.308,18.531,18.584,18.631,0.0,-17.64705882352941,0.15,0.14,0.15,0.17,4,2,7,2020
-0.95,1,19.9,20.219999,19.48,20.120001,20.029888,340700,340700,0.22,1.106,19.94,0.01106,19.44,19.689,19.319,19.552,19.525,19.414,0.078,0.165,54.428,19.474,19.564,19.514,11.111111111111121,533.3333333333334,0.1,0.13,0.09,-0.03,2,7,29,2020
-0.08,1,10.6,11.33,10.03,10.81,9.98191,3679602,3679602,0.21,1.981,10.72333,0.01981,8.61,8.374,7.549,8.971,8.417,7.776,0.852,0.635,67.136,9.036,8.644,8.047,-45.83333333333333,-60.0,-0.35,0.14,-0.24,0.35,3,5,7,2020
0.32,0,15.21,15.33,14.29,14.41,14.41,324300,324300,-0.8,-5.26,14.67667,-0.0526,14.994,15.556,15.687,15.017,15.323,15.512,0.153,0.441,36.714,14.891,15.233,15.614,-66.66666666666666,66.66666666666669,0.04,0.05,0.12,0.03,3,8,1,2013
0.41,1,13.35,13.4,11.78,12.37,12.37,7531440,7531440,-0.98,-7.341,12.51667,-0.07341,12.526,11.823,11.536,12.449,12.078,11.687,0.254,0.653,59.311,12.659,12.209,11.796,80.0,-104.54545454545455,-0.02,-0.45,-0.1,-0.22,2,2,6,2019
0.38,0,27.1,28.34,27.09,28.190001,25.436035,407500,407500,1.09,4.022,27.87333,0.04022,24.575,23.955,23.978,24.601,24.275,24.179,0.141,0.502,59.582,24.739,24.303,24.024,2.5641025641025665,5.405405405405411,0.4,0.39,0.39,0.37,2,4,26,2017
1.69,1,103.0,103.419998,101.43,102.230003,96.537209,793200,793200,-0.77,-0.748,102.36,-0.00748,96.754,96.053,95.31,96.639,96.186,95.757,0.18,0.84,56.869,96.846,96.465,95.699,3.759398496240588,-4.4776119402985115,1.38,0.64,1.33,0.67,1,5,7,2019
1.25,0,53.799999,54.0,52.75,53.77,45.075867,299800,299800,-0.03,-0.056,53.50667,-0.00056,43.744,42.969,42.983,43.904,43.446,43.223,0.507,1.043,66.324,44.025,43.451,43.11,12.62135922330096,29.41176470588236,1.16,-0.24,1.03,-0.34,1,5,3,2016
0.18,1,10.82,10.83,10.56,10.81,10.81,1908784,1908784,-0.01,-0.092,10.73333,-0.00092,10.956,11.193,11.201,10.97,11.075,11.151,0.014,0.082,43.574,10.913,11.08,11.154,3.1250000000000027,0.0,0.33,0.33,0.32,0.33,3,4,29,2021
0.2,0,7.980214,8.007694,7.798846,7.969222,6.665164,7731419,7731419,-0.01099,-0.138,7.92525,-0.00138,6.76,6.827,6.869,6.754,6.798,6.866,0.007,0.014,41.482,6.751,6.779,6.826,0.0,5.263157894736847,0.2,0.2,0.2,0.19,1,5,1,2018
0.57,0,68.160004,69.0,67.650002,68.389999,53.24078,222500,222500,0.23,0.337,68.34667,0.00337,52.469,52.388,52.045,52.398,52.334,52.062,0.105,0.082,57.76,52.396,52.422,52.299,-14.16666666666666,-16.94915254237288,1.03,0.49,1.2,0.59,4,8,4,2017
1.86,0,73.32,74.5,73.089996,74.220001,64.009346,1198500,1198500,0.9,1.227,73.93667,0.01227,62.123,62.043,62.576,62.285,62.284,62.363,0.129,0.103,56.303,62.261,62.144,62.351,4.419889502762422,5.649717514124299,1.89,1.87,1.81,1.77,2,8,23,2017
0.1,0,35.240002,37.240002,35.099998,35.990002,35.990002,2222000,2222000,0.75,2.128,36.11,0.02128,36.358,35.866,34.742,36.224,35.754,35.111,0.11,1.199,56.263,36.353,36.25,35.156,-11.764705882352951,28.571428571428566,0.15,-0.25,0.17,-0.35,1,2,16,2021
0.17,0,10.0,10.15,9.7,9.97,7.806606,9001571,9001571,-0.03,-0.3,9.94,-0.003,7.891,7.934,7.89,7.898,7.9,7.85,0.008,0.017,50.046,7.903,7.901,7.909,-47.368421052631575,-2.040816326530614,0.1,-0.5,0.19,-0.49,4,1,18,2013
0.57,0,31.65,32.099998,30.17,30.49,28.969727,1634600,1634600,-1.16,-3.665,30.92,-0.03665,32.827,32.559,32.707,32.029,32.452,32.87,3.929,2.086,27.968,32.238,32.526,32.51,7.547169811320741,5.263157894736848,0.57,0.6,0.53,0.57,2,8,1,2012
0.31,0,52.27,56.5,51.709999,53.799999,53.799999,3168700,3168700,1.53,2.927,54.00333,0.02927,49.99,49.49,49.003,50.68,49.871,49.098,3.683,2.102,83.067,50.691,49.917,49.458,-9.523809523809518,-12.987012987012983,0.19,0.67,0.21,0.77,1,5,7,2019
2.22,0,241.0,251.520004,235.139999,243.899994,240.992935,1578300,1578300,2.89999,1.203,243.52,0.01203,246.757,240.468,232.447,244.469,240.773,233.908,21.386,60.397,54.545,246.614,243.317,238.104,3.092783505154642,7.499999999999996,2.0,2.15,1.94,2.0,3,4,30,2020
0.84,0,92.440002,94.879898,92.43,93.75,85.36026,1190642,1190642,1.31,1.417,93.68663,0.01417,84.87,84.917,82.736,84.861,84.413,83.035,0.315,0.704,67.6,84.791,85.008,84.036,1.6949152542372898,0.0,0.6,0.89,0.59,0.89,1,7,30,2013
0.01,1,28.870001,28.879999,28.459999,28.59,20.801561,474700,474700,-0.28,-0.97,28.64333,-0.0097,20.917,21.046,21.169,20.926,21.016,21.16,0.005,0.022,37.358,20.895,20.979,21.067,-16.66666666666666,692.3076923076924,0.2,2.06,0.24,0.26,1,5,5,2015
0.23,1,22.24,22.26,21.969999,21.969999,18.263746,1359300,1359300,-0.27,-1.214,22.06667,-0.01214,18.703,19.026,18.968,18.653,18.848,18.961,0.08,0.163,36.801,18.581,18.852,18.969,140.0,0.0,0.02,0.19,-0.05,0.19,3,8,3,2017
-0.58,0,38.119999,38.470001,35.900002,37.639999,35.966045,13421000,13421000,-0.48,-1.259,37.33667,-0.01259,37.569,38.115,38.321,37.383,37.879,38.422,0.815,0.993,39.399,37.244,37.823,38.143,95.65217391304347,-6.172839506172845,0.45,0.76,0.23,0.81,3,7,30,2020
0.05,1,18.42,18.540001,18.190001,18.280001,15.593844,80500,80500,-0.14,-0.76,18.33667,-0.0076,15.265,15.253,15.306,15.394,15.312,15.261,0.095,0.056,57.71,15.395,15.305,15.27,-57.14285714285715,-28.571428571428577,0.03,0.1,0.07,0.14,1,8,7,2012
0.86,0,73.309998,75.0,72.110001,74.660004,67.84951,4945400,4945400,1.35001,1.842,73.92334,0.01842,65.509,65.071,64.086,65.888,65.167,64.553,1.401,1.104,67.945,65.936,65.443,64.603,5.555555555555561,10.909090909090898,0.76,0.61,0.72,0.55,1,8,7,2018
0.32,1,84.6,87.97,83.225,85.93,85.93,17774325,17774325,1.33,1.572,85.70833,0.01572,78.638,76.812,74.574,80.254,77.661,74.738,21.114,14.553,75.403,80.782,78.097,76.048,37.5,20.689655172413794,0.22,0.35,0.16,0.29,0,8,3,2020
0.15,0,5.9,6.01,5.42,5.92,5.92,8597500,8597500,0.02,0.339,5.78333,0.00339,6.926,7.139,7.32,6.735,7.002,7.137,0.291,0.22,31.357,6.703,6.954,7.208,49.999999999999986,16.666666666666682,0.06,0.07,0.04,0.06,2,2,5,2014
0.32,0,45.369999,47.68,45.34,45.919998,42.640808,1754300,1754300,0.55,1.212,46.31333,0.01212,40.494,39.915,39.41,40.813,40.204,39.736,1.271,0.995,73.007,40.914,40.318,39.766,8.57142857142858,-6.122448979591831,0.38,0.46,0.35,0.49,2,3,1,2017
0.69,1,36.889999,37.400002,35.419998,35.599998,35.385384,485900,485900,-1.29,-3.497,36.14,-0.03497,35.666,34.544,32.617,35.407,34.548,33.211,0.513,1.629,62.38,35.714,35.124,33.769,21.875000000000004,18.11023622047244,0.78,1.5,0.64,1.27,1,7,28,2020
0.44,0,60.03,63.35,58.9,60.14,60.14,6059300,6059300,0.11,0.183,60.79667,0.00183,61.974,59.753,59.334,61.169,60.571,60.144,0.953,6.494,50.295,61.741,60.791,59.899,53.658536585365866,6.976744186046519,0.63,0.46,0.41,0.43,3,5,8,2014
0.22,0,34.330002,34.487999,33.849998,33.91,33.130501,226700,226700,-0.42,-1.223,34.08267,-0.01223,33.312,33.382,32.675,33.282,33.179,32.501,0.027,0.023,65.148,33.284,33.335,33.205,-25.0,5.8823529411764595,0.18,0.36,0.24,0.34,3,10,24,2019
0.47,1,27.5,27.9,27.200001,27.700001,25.705862,587700,587700,0.2,0.727,27.6,0.00727,25.539,25.27,25.476,25.522,25.424,25.451,0.009,0.122,52.806,25.579,25.434,25.31,6.976744186046519,2.5641025641025665,0.46,0.4,0.43,0.39,3,5,17,2018
0.76,0,82.86,89.89,82.75,87.59,87.59,1363992,1363992,4.73,5.708,86.74333,0.05708,81.568,80.326,76.557,82.476,80.432,78.308,9.292,6.416,77.834,82.687,81.268,78.822,0.6134969325153381,-2.040816326530614,1.64,-0.5,1.63,-0.49,2,10,30,2019
0.25,0,35.02,35.029999,33.830002,34.110001,24.592306,11938800,11938800,-0.91,-2.599,34.32333,-0.02599,25.551,25.772,25.842,25.389,25.603,25.61,0.241,0.173,35.49,25.362,25.618,25.754,-14.285714285714295,200.0,0.24,0.17,0.28,-0.17,1,11,1,2016
0.52,1,69.489998,71.129997,68.68,70.949997,60.248482,2274500,2274500,1.46,2.101,70.25333,0.02101,58.08,57.468,58.415,58.413,57.985,57.969,1.377,1.844,59.632,58.628,57.743,57.833,2.1739130434782505,-6.9767441860465045,0.47,0.8,0.46,0.86,3,1,22,2015
0.21,1,45.68,45.990002,44.669998,45.939999,40.074097,3360550,3360550,0.26,0.569,45.53333,0.00569,39.56,39.733,40.127,39.819,39.83,40.076,0.313,0.462,50.928,39.81,39.671,39.906,79.99999999999999,131.57894736842107,0.09,0.06,0.05,-0.19,1,2,14,2017
0.01,1,13.13,13.17,12.93,13.09,13.09,406732,406732,-0.04,-0.305,13.06333,-0.00305,13.076,13.16,13.165,13.084,13.114,13.044,0.004,0.023,53.379,13.058,13.111,13.164,50.0,-66.66666666666666,-0.01,0.01,-0.02,0.03,2,5,1,2019
12.02,0,32.91,37.217999,32.509998,36.450001,35.917107,258800,258800,3.54,10.757,35.39267,0.10757,34.382,33.266,33.376,34.292,33.846,33.261,1.215,2.145,61.246,34.432,33.829,33.658,50.998185117967346,-20.220220220220224,16.64,7.97,11.02,9.99,3,3,18,2021
0.37,1,14.5,14.555,13.46,13.61,13.61,651962,651962,-0.89,-6.138,13.875,-0.06138,14.502,14.651,14.418,14.329,14.457,14.353,0.212,0.13,39.678,14.328,14.531,14.502,-4.761904761904766,-70.88607594936708,-0.22,-1.35,-0.21,-0.79,3,2,25,2021
0.56,0,67.519997,67.68,62.509998,66.5,41.210045,2678000,2678000,-1.02,-1.511,65.56333,-0.01511,40.893,40.932,40.527,40.87,40.83,40.642,0.023,0.05,51.793,40.864,40.935,40.775,72.22222222222223,-39.39393939393939,0.62,0.2,0.36,0.33,1,11,5,2013
0.25,1,19.0,19.290001,18.780001,19.209999,17.211439,204993,204993,0.21,1.105,19.09333,0.01105,17.019,17.276,17.205,17.074,17.15,17.113,0.01,0.116,50.516,17.012,17.141,17.222,-2.2727272727272747,4.3478260869565135,0.43,0.48,0.44,0.46,1,5,3,2016
0.16,0,9.75,9.75,9.1,9.16,7.793453,2100,2100,-0.59,-6.051,9.33667,-0.06051,7.878,7.897,8.295,7.871,7.972,8.264,0.006,0.017,38.595,7.851,7.883,8.031,11.764705882352935,11.764705882352935,0.19,0.19,0.17,0.17,3,4,26,2018
0.07,1,23.209999,23.309999,22.790001,22.950001,22.950001,4105100,4105100,-0.26,-1.12,23.01667,-0.0112,23.336,23.279,23.119,23.227,23.229,23.011,0.065,0.037,52.39,23.255,23.288,23.238,199.99999999999997,0.0,0.3,0.04,0.1,0.0,3,5,2,2019
0.27,1,69.52,70.34,68.65,69.14,69.14,924937,924937,-0.38,-0.547,69.37667,-0.00547,68.138,67.047,66.384,68.219,67.366,65.921,0.767,1.85,71.815,68.513,67.609,66.916,19.512195121951226,62.790697674418595,0.49,0.7,0.41,0.43,1,4,25,2017
1.73,1,69.839996,70.82,69.370003,70.370003,60.300365,1391900,1391900,0.53001,0.759,70.18667,0.00759,60.39,60.726,59.525,60.217,60.282,60.102,0.574,0.432,48.623,60.111,60.516,60.218,11.764705882352937,2.5806451612903247,1.71,1.59,1.53,1.55,3,7,28,2016
0.47,0,14.91,15.9,14.5,15.16,15.16,8136017,8136017,0.25,1.677,15.18667,0.01677,15.698,16.391,16.878,15.673,16.159,16.796,0.248,0.787,29.383,15.509,15.959,16.542,6.122448979591842,4.761904761904766,0.52,0.44,0.49,0.42,2,11,15,2017
3.03,1,126.63,127.18,125.15,125.76,125.76,2116100,2116100,-0.87,-0.687,126.03,-0.00687,125.734,123.939,119.364,125.183,123.702,122.412,0.443,4.73,56.986,125.823,124.661,122.006,-1.0204081632653206,2.819956616052058,4.85,4.74,4.9,4.61,2,4,17,2019
0.53,1,86.9,88.1,86.51,87.76,87.76,442900,442900,0.86,0.99,87.45667,0.0099,87.296,87.135,86.469,87.378,87.065,86.639,0.361,0.644,55.645,87.436,87.317,86.746,16.901408450704224,36.666666666666664,0.83,0.82,0.71,0.6,1,10,31,2017
0.26,0,53.240002,53.73,51.400002,51.830002,45.425285,4960100,4960100,-1.41,-2.648,52.32,-0.02648,46.072,46.019,46.17,45.945,46.066,45.994,0.112,0.069,45.707,45.957,46.015,46.196,67.74193548387098,246.66666666666669,0.52,0.52,0.31,0.15,1,1,24,2017
-0.31,1,13.29,13.45,13.14,13.27,13.27,1955498,1955498,-0.02,-0.15,13.28667,-0.0015,13.252,12.905,12.723,13.184,13.015,12.848,0.029,0.15,59.023,13.277,13.09,12.856,-11.764705882352935,-30.303030303030294,-0.38,-0.43,-0.34,-0.33,0,5,3,2021
0.15,0,26.0,26.0,24.49,24.719999,22.381458,1259100,1259100,-1.28,-4.923,25.07,-0.04923,22.512,22.919,23.561,22.324,22.793,23.244,0.593,0.544,23.64,22.294,22.626,23.133,31.57894736842105,-21.739130434782613,0.5,0.18,0.38,0.23,0,8,12,2019
0.21,0,19.709999,19.9,18.440001,18.540001,17.118929,9009700,9009700,-1.17,-5.936,18.96,-0.05936,16.64,16.859,18.039,16.883,17.132,17.917,0.171,0.209,37.282,16.81,16.779,17.336,2.380952380952383,0.0,0.43,0.48,0.42,0.48,2,6,5,2019
0.55,0,37.25,37.509998,35.139999,35.82,32.847488,4685300,4685300,-1.43,-3.839,36.15667,-0.03839,33.33,32.892,32.713,33.119,33.015,32.822,0.108,0.785,51.156,33.181,33.152,32.855,31.481481481481467,2.5641025641025665,0.71,0.4,0.54,0.39,2,1,9,2013
-0.14,1,79.360001,79.510002,76.360001,78.529999,78.529999,1170200,1170200,-0.83,-1.046,78.13333,-0.01046,78.26,77.924,78.637,78.462,78.315,78.182,0.902,1.115,51.269,78.564,78.188,78.377,6.315789473684216,23.611111111111118,4.04,0.89,3.8,0.72,3,4,24,2014
-0.11,1,61.33,62.26,57.71,58.06,58.06,7300900,7300900,-3.27,-5.332,59.34333,-0.05332,61.598,65.343,67.091,61.346,63.795,66.039,6.987,18.858,29.972,60.361,63.369,65.643,10.000000000000009,-300.0,-0.09,-0.04,-0.1,-0.01,2,5,5,2021
0.21,0,25.0,25.49,24.1906,24.33,24.33,94767,94767,-0.67,-2.68,24.6702,-0.0268,24.228,23.87,22.593,24.243,23.748,22.93,0.236,0.291,67.24,24.387,24.086,23.295,9.523809523809533,4.99999999999999,0.23,0.21,0.21,0.2,0,11,15,2021
0.56,0,18.4,18.4,15.61,16.08,15.527647,77549000,77549000,-2.32,-12.609,16.69667,-0.12609,17.961,17.683,17.243,17.364,17.531,17.486,1.539,0.861,36.062,17.513,17.705,17.493,4.081632653061228,9.677419354838717,0.51,0.34,0.49,0.31,1,4,24,2018
-0.24,1,16.2,16.82,15.63,16.03,16.03,679102,679102,-0.17,-1.049,16.16,-0.01049,16.136,15.574,15.003,16.031,15.722,15.353,0.074,0.763,56.398,16.147,15.93,15.412,-24.0,-15.624999999999996,-0.31,-0.37,-0.25,-0.32,1,3,5,2019
0.7,1,64.660004,64.980003,64.440002,64.5,55.642963,843500,843500,-0.16,-0.247,64.64,-0.00247,55.196,55.744,55.696,55.255,55.467,55.504,0.21,0.408,46.749,55.097,55.469,55.615,22.22222222222223,46.47887323943663,1.1,1.04,0.9,0.71,1,4,26,2016
0.13,0,19.01,19.540001,18.5,19.35,14.028524,305400,305400,0.34,1.789,19.13,0.01789,14.032,13.915,13.952,13.915,13.936,13.95,0.152,0.101,48.352,13.949,13.964,13.936,0.0,-8.823529411764714,0.3,0.31,0.3,0.34,3,5,2,2013
-2.76,0,17.76,18.48,16.44,18.24,18.24,144000,144000,0.48,2.703,17.72,0.02703,18.48,18.132,17.628,18.268,18.13,17.927,0.161,0.206,54.477,18.368,18.268,17.915,-23.364485981308412,-21.875000000000004,-3.96,-0.39,-3.21,-0.32,3,9,7,2017
0.41,0,50.954628,52.90881,50.218269,52.046093,52.046093,5353506,5353506,1.09147,2.142,51.72439,0.02142,49.914,49.693,48.789,50.259,49.707,48.926,1.26,0.777,71.517,50.302,49.844,49.414,101.98019801980197,60.21505376344085,2.04,1.49,1.01,0.93,2,5,8,2019
0.21,1,25.91,26.379999,25.799999,26.15,20.482559,8865200,8865200,0.24,0.926,26.11,0.00926,20.205,20.135,19.909,20.27,20.156,20.104,0.032,0.025,56.345,20.286,20.191,20.077,79.99999999999999,-77.77777777777777,0.36,0.04,0.2,0.18,2,5,2,2018
1.73,0,115.5,115.550003,107.089996,108.18,97.2798,1997800,1997800,-7.32,-6.338,110.27333,-0.06338,104.77,104.598,102.388,103.317,103.728,102.319,14.119,7.749,40.01,103.609,104.497,103.755,-2.678571428571431,9.356725146198839,1.09,1.87,1.12,1.71,0,7,24,2017
0.41,1,55.1,56.4,54.87,56.09,56.09,275800,275800,0.99,1.797,55.78667,0.01797,54.598,53.63,52.756,54.8,53.982,53.03,0.859,1.458,79.488,55.023,54.239,53.406,12.820512820512816,-14.285714285714285,0.44,0.36,0.39,0.42,1,5,2,2017
1.57,0,104.0,106.449997,103.110001,103.5,101.103165,1448700,1448700,-0.5,-0.481,104.35333,-0.00481,100.622,100.834,99.713,101.062,100.715,99.894,2.656,1.616,55.256,101.089,100.811,100.606,5.726872246696031,5.389221556886232,2.4,1.76,2.27,1.67,2,8,5,2020
0.41,1,17.68,17.709999,17.43,17.58,11.387599,355000,355000,-0.1,-0.566,17.57333,-0.00566,11.242,11.248,11.179,11.201,11.212,11.132,0.013,0.012,51.2,11.2,11.247,11.215,9.999999999999995,25.64102564102563,0.44,0.49,0.4,0.39,3,5,4,2017
0.23,1,31.889999,32.369999,31.809999,32.34,29.635233,96300,96300,0.45,1.411,32.17333,0.01411,28.868,28.985,29.052,29.063,29.018,29.097,0.129,0.088,53.569,29.028,28.974,29.022,63.636363636363626,42.857142857142854,0.36,0.3,0.22,0.21,3,4,20,2017
0.14,0,20.07,20.48,19.95,20.45,20.45,671216,671216,0.38,1.893,20.29333,0.01893,19.622,19.422,19.583,19.835,19.62,19.67,0.411,0.348,56.693,19.921,19.545,19.504,600.0,142.85714285714286,0.07,0.17,0.01,0.07,2,12,8,2021
0.08,1,23.66,24.78,22.42,22.5,22.5,2198885,2198885,-1.16,-4.903,23.23333,-0.04903,26.898,28.488,30.008,25.899,27.803,29.916,10.902,8.448,22.387,25.413,27.476,28.967,14.285714285714276,66.66666666666669,0.08,0.1,0.07,0.06,1,2,9,2016
2.66,0,316.450012,318.450012,315.619995,317.959991,316.901093,1565000,1565000,1.50998,0.477,317.34333,0.00477,315.851,312.351,304.786,315.446,312.317,308.726,2.59,14.615,66.048,316.509,314.292,309.196,5.468750000000004,10.176991150442499,2.7,2.49,2.56,2.26,3,10,28,2021
2.51,0,85.629997,87.0,80.0,80.440002,66.241356,5789500,5789500,-5.19,-6.061,82.48,-0.06061,72.543,73.111,73.903,71.48,72.672,73.353,11.226,6.097,26.318,71.526,72.62,73.413,-31.052631578947366,29.411764705882344,1.31,1.76,1.9,1.36,3,2,12,2015
3.82,1,72.54,74.29,71.845,72.64,72.64,465637,465637,0.1,0.138,72.925,0.00138,72.848,73.117,73.139,72.496,73.008,73.647,3.205,2.887,46.318,72.301,72.987,73.302,2.4539877300613524,-2.4137931034482705,3.34,2.83,3.26,2.9,0,11,8,2021
0.22,0,7.0,7.26,6.73,6.84,6.799426,1989900,1989900,-0.16,-2.286,6.94333,-0.02286,6.348,6.292,6.734,6.454,6.454,6.677,0.069,0.052,49.806,6.461,6.329,6.496,-6.249999999999995,10.909090909090898,0.45,0.61,0.48,0.55,3,8,6,2020
0.79,1,59.950001,60.0,59.299999,59.790001,39.13744,2022400,2022400,-0.16,-0.267,59.69667,-0.00267,39.087,39.032,37.926,38.958,38.773,38.184,0.071,0.08,60.272,38.976,39.032,38.579,17.44186046511628,12.499999999999991,1.01,0.63,0.86,0.56,3,7,25,2013
0.38,1,31.799999,32.060001,31.23,31.34,30.183733,1917700,1917700,-0.46,-1.447,31.54333,-0.01447,29.946,29.629,28.84,29.988,29.633,29.126,0.258,0.239,62.599,30.123,29.806,29.377,2.7777777777777803,2.85714285714286,0.37,0.36,0.36,0.35,2,7,27,2016
0.15,1,11.65,12.0,11.49,11.49,11.49,1860000,1860000,-0.16,-1.373,11.66,-0.01373,11.354,11.448,11.315,11.4,11.433,11.731,0.021,0.032,44.756,11.362,11.418,11.343,-17.64705882352941,-41.66666666666666,0.14,0.14,0.17,0.24,0,2,25,2019
0.84,1,56.0,58.3,54.3,56.3,56.3,1647128,1647128,0.3,0.536,56.3,0.00536,54.55,54.675,54.24,55.199,54.732,54.068,2.081,2.341,57.484,55.08,54.88,54.559,8.749999999999995,30.76923076923076,0.87,0.85,0.8,0.65,3,8,2,2018
-0.1,1,73.0,73.23,69.0,69.28,69.28,778221,778221,-3.72,-5.096,70.50333,-0.05096,67.762,71.205,72.198,69.49,70.501,70.661,10.66,29.457,48.566,68.967,69.37,72.19,-262.49999999999994,-100.0,-0.29,-0.26,-0.08,-0.13,0,11,22,2021
0.48,0,22.91,23.0,22.03,22.56,22.56,3340000,3340000,-0.35,-1.528,22.53,-0.01528,22.0,21.782,21.266,22.097,21.814,21.326,0.115,0.129,75.172,22.138,21.943,21.624,9.756097560975618,14.705882352941172,0.45,0.39,0.41,0.34,0,2,13,2017
1.18,0,54.625,56.09,53.424999,55.98,48.185875,8464000,8464000,1.355,2.481,55.165,0.02481,45.255,44.69,44.702,45.721,45.127,44.812,2.25,1.747,67.654,45.809,45.001,44.839,7.058823529411772,3.1250000000000027,0.91,0.66,0.85,0.64,3,7,19,2012
0.71,0,85.0,86.110001,82.919998,86.010002,84.309265,8532500,8532500,1.01,1.188,85.01333,0.01188,87.152,86.974,85.487,86.659,86.524,85.838,2.327,1.467,45.922,86.821,87.058,86.155,13.888888888888888,10.227272727272723,0.82,0.97,0.72,0.88,3,7,30,2020
0.42,0,23.889999,24.1,22.780001,23.16,22.205471,7173700,7173700,-0.73,-3.056,23.34667,-0.03056,22.332,22.438,22.196,22.258,22.304,22.224,0.074,0.054,49.124,22.225,22.37,22.318,9.374999999999991,70.0,0.35,0.51,0.32,0.3,2,7,31,2019
0.14,0,6.16,6.37,6.12,6.27,6.27,11094200,11094200,0.11,1.786,6.25333,0.01786,6.1,6.123,6.095,6.155,6.126,6.148,0.015,0.013,53.21,6.155,6.118,6.101,0.0,33.33333333333333,0.14,0.12,0.14,0.09,3,11,1,2012
0.33,0,14.13,14.29,13.77,13.87,11.49498,954000,954000,-0.26,-1.84,13.97667,-0.0184,11.449,11.589,12.008,11.483,11.628,11.886,0.029,0.043,38.531,11.43,11.517,11.751,254.83870967741936,-23.529411764705884,1.1,0.26,0.31,0.34,3,5,9,2013
0.34,1,25.450001,25.68,25.120001,25.334999,23.711063,149000,149000,-0.115,-0.452,25.37833,-0.00452,23.667,23.081,22.906,23.559,23.297,23.131,0.01,0.435,56.75,23.695,23.404,23.019,3.1250000000000027,15.624999999999996,0.33,0.37,0.32,0.32,0,7,18,2016
0.81,0,60.468632,60.468632,57.61797,58.723679,55.795437,2127020,2127020,-1.74495,-2.886,58.93676,-0.02886,51.71,51.061,51.13,51.817,51.426,51.176,0.478,0.672,66.558,51.97,51.43,51.181,15.277777777777777,3.0769230769230793,0.83,0.67,0.72,0.65,3,7,12,2018
0.78,1,32.07,32.380001,31.540001,31.67,30.841578,91908,91908,-0.4,-1.247,31.86333,-0.01247,30.706,30.568,30.495,30.716,30.62,30.624,0.085,0.121,50.047,30.749,30.643,30.568,-3.0769230769230793,-8.474576271186429,0.63,0.54,0.65,0.59,3,10,29,2015
